
============================================================
  DEVICE: SW02-PoE-48P-HALA-2  [10.0.100.12]  vendor: cisco
============================================================

Timestamp : 2026-05-15 12:24:00


------------------------------------------------------------
  CMD: show log
------------------------------------------------------------

Syslog logging: enabled (0 messages dropped, 0 messages rate-limited, 0 flushes, 0 overruns, xml disabled, filtering disabled)

No Active Message Discriminator.



No Inactive Message Discriminator.


    Console logging: level informational, 15141 messages logged, xml disabled,
                     filtering disabled
    Monitor logging: level debugging, 0 messages logged, xml disabled,
                     filtering disabled
    Buffer logging:  level debugging, 15198 messages logged, xml disabled,
                     filtering disabled
    Exception Logging: size (4096 bytes)
    Count and timestamp logging messages: disabled
    File logging: disabled
    Persistent logging: disabled

No active filter modules.

    Trap logging: level informational, 15145 message lines logged
Mar 11 05:57:35.951: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/11, changed state to down
Mar 11 05:57:36.952: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/11, changed state to down
Mar 11 05:57:39.951: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/11, changed state to up
Mar 11 05:57:42.017: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/11, changed state to down
Mar 11 05:57:45.027: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/11, changed state to up
Mar 11 05:57:46.028: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/11, changed state to up
Mar 11 06:11:09.449: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/7, changed state to down
Mar 11 06:11:14.236: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/7, changed state to up
Mar 11 06:11:20.093: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/7, changed state to down
Mar 11 06:11:21.094: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/7, changed state to down
Mar 11 06:11:24.125: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/7, changed state to up
Mar 11 06:11:25.132: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/7, changed state to up
Mar 11 07:03:42.083: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/7, changed state to down
Mar 11 07:03:45.187: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/7, changed state to down
Mar 11 07:03:47.866: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/7, changed state to up
Mar 11 07:03:48.867: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/7, changed state to up
Mar 11 07:04:08.791: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/7, changed state to down
Mar 11 07:04:09.798: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/7, changed state to down
Mar 11 07:04:12.692: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/7, changed state to up
Mar 11 07:04:13.699: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/7, changed state to up
Mar 11 07:04:36.637: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/7, changed state to down
Mar 11 07:04:37.639: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/7, changed state to down
Mar 11 07:04:40.569: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/7, changed state to up
Mar 11 07:04:41.571: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/7, changed state to up
Mar 11 07:22:12.387: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/6, changed state to down
Mar 11 07:22:13.388: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/6, changed state to down
Mar 11 07:22:16.078: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/6, changed state to up
Mar 11 07:22:17.080: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/6, changed state to up
Mar 11 07:22:25.322: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/6, changed state to down
Mar 11 07:22:26.323: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/6, changed state to down
Mar 11 07:22:28.908: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/6, changed state to up
Mar 11 07:22:29.909: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/6, changed state to up
Mar 11 07:22:56.990: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/6, changed state to down
Mar 11 07:22:57.991: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/6, changed state to down
Mar 11 07:23:00.744: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/6, changed state to up
Mar 11 07:23:01.745: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/6, changed state to up
Mar 11 07:23:09.484: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/6, changed state to down
Mar 11 07:23:10.486: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/6, changed state to down
Mar 11 07:23:13.076: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/6, changed state to up
Mar 11 07:23:14.077: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/6, changed state to up
Mar 11 10:21:31.366: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/19, changed state to down
Mar 11 10:21:32.362: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/19, changed state to down
Mar 11 10:22:47.443: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/19, changed state to up
Mar 11 10:22:48.450: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/19, changed state to up
Mar 11 14:36:59.887: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/7, changed state to down
Mar 11 14:37:03.028: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/7, changed state to down
Mar 11 14:37:05.696: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/7, changed state to up
Mar 11 14:37:06.698: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/7, changed state to up
Mar 11 14:37:26.548: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/7, changed state to down
Mar 11 14:37:27.550: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/7, changed state to down
Mar 11 14:37:30.669: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/7, changed state to up
Mar 11 14:37:31.671: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/7, changed state to up
Mar 11 14:37:53.980: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/7, changed state to down
Mar 11 14:37:54.976: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/7, changed state to down
Mar 11 14:37:57.913: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/7, changed state to up
Mar 11 14:37:58.914: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/7, changed state to up
Mar 11 17:13:13.999: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/6, changed state to down
Mar 11 17:13:16.002: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/6, changed state to up
Mar 11 18:32:28.322: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/7, changed state to down
Mar 11 18:32:30.330: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/7, changed state to up
Mar 11 18:59:37.078: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/7, changed state to down
Mar 11 18:59:41.897: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/7, changed state to up
Mar 11 18:59:47.549: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/7, changed state to down
Mar 11 18:59:48.550: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/7, changed state to down
Mar 11 18:59:51.544: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/7, changed state to up
Mar 11 18:59:52.551: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/7, changed state to up
Mar 11 19:08:19.232: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/7, changed state to down
Mar 11 19:08:20.234: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/7, changed state to down
Mar 11 19:08:23.547: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/7, changed state to up
Mar 11 19:08:24.549: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/7, changed state to up
Mar 11 20:57:11.915: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/2, changed state to down
Mar 11 20:57:12.922: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/2, changed state to down
Mar 11 20:57:14.946: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/11, changed state to down
Mar 11 20:57:15.947: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/11, changed state to down
Mar 11 20:57:35.562: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/7, changed state to down
Mar 11 20:57:36.563: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/7, changed state to down
Mar 11 20:58:10.643: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/6, changed state to down
Mar 11 20:58:11.645: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/6, changed state to down
Mar 11 20:58:13.097: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/3, changed state to down
Mar 11 20:58:15.095: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/3, changed state to up
Mar 11 20:58:19.578: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/6, changed state to up
Mar 11 20:58:20.590: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/6, changed state to up
Mar 11 22:04:56.703: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/3, changed state to down
Mar 11 22:04:57.709: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/3, changed state to down
Mar 11 22:05:00.053: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/3, changed state to up
Mar 11 22:05:01.054: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/3, changed state to up
Mar 11 22:05:07.482: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/3, changed state to down
Mar 11 22:05:08.489: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/3, changed state to down
Mar 11 22:05:11.729: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/3, changed state to up
Mar 11 22:05:12.731: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/3, changed state to up
Mar 12 01:16:11.563: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/6, changed state to down
Mar 12 01:16:12.570: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/6, changed state to down
Mar 12 01:16:15.197: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/6, changed state to up
Mar 12 01:16:16.198: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/6, changed state to up
Mar 12 01:16:24.320: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/6, changed state to down
Mar 12 01:16:25.327: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/6, changed state to down
Mar 12 01:16:27.964: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/6, changed state to up
Mar 12 01:16:28.965: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/6, changed state to up
Mar 12 03:43:45.747: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/7, changed state to up
Mar 12 03:43:47.314: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/7, changed state to up
Mar 12 03:43:48.919: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/7, changed state to down
Mar 12 03:43:49.925: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/7, changed state to down
Mar 12 03:43:52.940: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/7, changed state to up
Mar 12 03:43:53.942: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/7, changed state to up
Mar 12 03:44:05.985: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/7, changed state to down
Mar 12 03:44:06.987: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/7, changed state to down
Mar 12 03:44:15.224: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/7, changed state to up
Mar 12 03:44:16.225: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/7, changed state to up
Mar 12 03:44:18.988: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/7, changed state to down
Mar 12 03:44:20.996: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/7, changed state to up
Mar 12 03:44:41.298: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/7, changed state to down
Mar 12 03:44:42.299: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/7, changed state to down
Mar 12 03:45:02.831: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/7, changed state to up
Mar 12 03:45:04.367: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/7, changed state to up
Mar 12 03:45:09.595: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/7, changed state to down
Mar 12 03:45:10.607: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/7, changed state to down
Mar 12 03:45:13.679: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/7, changed state to up
Mar 12 03:45:14.681: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/7, changed state to up
Mar 12 03:45:27.521: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/7, changed state to down
Mar 12 03:45:28.533: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/7, changed state to down
Mar 12 03:45:32.429: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/7, changed state to up
Mar 12 03:45:33.430: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/7, changed state to up
Mar 12 03:45:52.798: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/7, changed state to down
Mar 12 03:45:53.805: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/7, changed state to down
Mar 12 03:45:56.809: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/7, changed state to up
Mar 12 03:45:57.811: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/7, changed state to up
Mar 12 05:43:35.193: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/2, changed state to up
Mar 12 05:43:36.194: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/2, changed state to up
Mar 12 05:43:39.801: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/2, changed state to down
Mar 12 05:43:40.792: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/2, changed state to down
Mar 12 05:43:43.833: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/2, changed state to up
Mar 12 05:43:44.835: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/2, changed state to up
Mar 12 05:43:49.087: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/2, changed state to down
Mar 12 05:43:50.088: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/2, changed state to down
Mar 12 05:43:53.082: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/2, changed state to up
Mar 12 05:43:54.084: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/2, changed state to up
Mar 12 05:44:02.226: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/2, changed state to down
Mar 12 05:44:03.233: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/2, changed state to down
Mar 12 05:44:06.117: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/2, changed state to up
Mar 12 05:44:07.118: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/2, changed state to up
Mar 12 05:56:40.770: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/11, changed state to up
Mar 12 05:56:42.505: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/11, changed state to up
Mar 12 05:56:47.471: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/11, changed state to down
Mar 12 05:56:48.472: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/11, changed state to down
Mar 12 05:56:56.075: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/11, changed state to up
Mar 12 05:56:57.076: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/11, changed state to up
Mar 12 08:44:22.508: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/2, changed state to down
Mar 12 08:44:23.504: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/2, changed state to down
Mar 12 08:45:00.448: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/2, changed state to up
Mar 12 08:45:02.209: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/2, changed state to up
Mar 12 11:36:24.552: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/2, changed state to down
Mar 12 11:36:25.554: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/2, changed state to down
Mar 12 11:37:53.114: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/2, changed state to up
Mar 12 11:37:54.881: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/2, changed state to up
Mar 12 12:13:16.306: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/18, changed state to down
Mar 12 12:13:17.302: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/18, changed state to down
Mar 12 12:28:02.982: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/18, changed state to up
Mar 12 12:28:04.896: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/18, changed state to up
Mar 12 12:28:18.124: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/18, changed state to down
Mar 12 12:28:19.131: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/18, changed state to down
Mar 12 12:28:23.771: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/18, changed state to up
Mar 12 12:28:24.778: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/18, changed state to up
Mar 12 14:04:55.616: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/2, changed state to down
Mar 12 14:04:56.617: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/2, changed state to down
Mar 12 14:06:24.902: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/2, changed state to up
Mar 12 14:06:26.721: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/2, changed state to up
Mar 12 15:00:26.968: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/6, changed state to down
Mar 12 15:00:28.976: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/6, changed state to up
Mar 12 18:42:00.956: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/6, changed state to down
Mar 12 18:42:01.957: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/6, changed state to down
Mar 12 18:42:04.506: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/6, changed state to up
Mar 12 18:42:05.507: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/6, changed state to up
Mar 12 18:42:13.702: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/6, changed state to down
Mar 12 18:42:14.703: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/6, changed state to down
Mar 12 18:42:17.189: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/6, changed state to up
Mar 12 18:42:18.190: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/6, changed state to up
Mar 12 19:51:01.247: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/7, changed state to down
Mar 12 19:51:02.248: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/7, changed state to down
Mar 12 19:51:04.629: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/7, changed state to up
Mar 12 19:51:05.630: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/7, changed state to up
Mar 12 20:41:37.762: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/7, changed state to down
Mar 12 20:41:42.627: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/7, changed state to up
Mar 12 20:41:48.143: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/7, changed state to down
Mar 12 20:41:49.145: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/7, changed state to down
Mar 12 20:41:52.160: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/7, changed state to up
Mar 12 20:41:53.161: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/7, changed state to up
Mar 12 20:52:16.343: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/6, changed state to down
Mar 12 20:52:18.346: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/6, changed state to up
Mar 12 20:52:51.991: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/3, changed state to down
Mar 12 20:52:53.994: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/3, changed state to up
Mar 12 20:55:43.027: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/2, changed state to down
Mar 12 20:55:44.028: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/2, changed state to down
Mar 12 20:57:58.860: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/11, changed state to down
Mar 12 20:57:59.861: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/11, changed state to down
Mar 13 01:39:09.209: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/19, changed state to down
Mar 13 01:39:10.211: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/19, changed state to down
Mar 13 01:39:42.603: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/19, changed state to up
Mar 13 01:39:43.615: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/19, changed state to up
Mar 13 02:48:39.971: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/19, changed state to down
Mar 13 02:48:40.977: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/19, changed state to down
